title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat,Cluster,ClusterName
Curse of the Pink Panther,1983,109.0,"Comedy,Crime,Mystery",4.4,7328,8.89959435992585,0.0390273930440135,0.1900277008310249,0.0074162857695826,-0.1510003077870114,1980,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Few,Long,0,Forgotten Films
The Dirty Dutch,2016,77.0,Comedy,5.1,7328,8.89959435992585,0.0977839335180055,0.1900277008310249,0.0185816560646403,-0.0922437673130193,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
Fatal Affair,2020,89.0,"Crime,Horror,Mystery",4.6,7328,8.89959435992585,0.0510926438904278,0.1900277008310249,0.0097090176478763,-0.1389350569405971,2020,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
"The Night Is Short, Walk on Girl",2017,92.0,"Adventure,Animation,Comedy",7.5,7324,8.899048433885268,0.8704524469067405,0.189843028624192,0.1652493287941143,0.6806094182825484,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Short,2,Cult Darlings
Sharky's Machine,1981,122.0,"Action,Crime,Drama",6.3,7324,8.899048433885268,0.4253924284395198,0.189843028624192,0.0807577869687583,0.2355493998153278,1980,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic,2,Cult Darlings
Game of Death,2011,98.0,"Action,Adventure,Thriller",4.7,7324,8.899048433885268,0.0595875654047399,0.189843028624192,0.0113122838847779,-0.1302554632194521,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Few,Standard,0,Forgotten Films
Call Jane,2022,121.0,"Drama,History",6.5,7323,8.898911905794401,0.50621729763004,0.1897199138196368,0.0960395020803806,0.3164973838104031,2020,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic,2,Cult Darlings
Gemma Bovery,2014,99.0,"Comedy,Drama,Romance",6.4,7321,8.898638793680181,0.4660818713450292,0.1896275777162203,0.0883819762806009,0.2764542936288089,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Few,Standard,2,Cult Darlings
Simon Sez,1999,85.0,"Action,Comedy",2.7,7321,8.898638793680181,0.0061249615266235,0.1896275777162203,0.0011614616178986,-0.1835026161895968,1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
Warsaw 44,2014,130.0,"Drama,History,Romance",6.6,7320,8.898502209646642,0.5470606340412435,0.1895044629116651,0.1036704316341008,0.3575561711295784,2010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,Few,Epic,2,Cult Darlings
Being Elmo: A Puppeteer's Journey,2011,80.0,"Biography,Documentary",7.6,7320,8.898502209646642,0.8970760233918129,0.1895044629116651,0.1699999100037978,0.7075715604801478,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Short,2,Cult Darlings
Family Weekend,2013,105.0,"Comedy,Drama",6.2,7318,8.898228985601227,0.3853185595567867,0.1894121268082487,0.0729840078643418,0.1959064327485379,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long,0,Forgotten Films
Godzilla 1985,1985,87.0,"Action,Drama,Sci-Fi",6.1,7317,8.898092345579153,0.3465066174207448,0.189350569405971,0.065611225311555,0.1571560480147737,1980,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium,Few,Short,0,Forgotten Films
Smurfs,2025,89.0,"Adventure,Animation,Comedy",4.3,7316,8.89795568688403,0.0341643582640812,0.1892582333025546,0.0064658860869755,-0.1550938750384733,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
Do You Remember Dolly Bell?,1981,110.0,"Comedy,Drama,Romance",7.5,7316,8.89795568688403,0.8704524469067405,0.1892582333025546,0.1647402922754554,0.6811942136041859,1980,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Few,Long,2,Cult Darlings
Madhouse,2004,91.0,"Horror,Thriller",5.4,7311,8.897272113133987,0.1502000615574023,0.1891658971991382,0.0284127294038717,-0.0389658356417359,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Few,Short,0,Forgotten Films
Jimi: All Is by My Side,2013,118.0,"Biography,Drama,Music",5.7,7310,8.897135342293316,0.2252693136349646,0.1890427823945829,0.0425855378376716,0.0362265312403816,2010,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Few,Long,0,Forgotten Films
3 Generations,2015,92.0,Drama,6.0,7310,8.897135342293316,0.3132656201908279,0.1890427823945829,0.0592206044694387,0.1242228377962449,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short,0,Forgotten Films
Grace,2025,132.0,Drama,7.4,7310,8.897135342293316,0.8412126808248692,0.1890427823945829,0.1590251857687395,0.6521698984302863,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Repeaters,2010,89.0,"Action,Crime,Drama",5.7,7305,8.896451207355227,0.2252693136349646,0.1888581101877501,0.0425439368563909,0.0364112034472145,2010,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
American Flyers,1985,113.0,"Drama,Sport",6.5,7305,8.896451207355227,0.50621729763004,0.1888581101877501,0.0956032421747591,0.3173591874422898,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium,Few,Long,2,Cult Darlings
Aimee & Jaguar,1999,125.0,"Biography,Drama,Romance",7.2,7305,8.896451207355227,0.7735303170206217,0.1888581101877501,0.1460874738454458,0.5846722068328716,1990,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Vengeance,2009,108.0,"Action,Crime,Thriller",6.6,7303,8.896177422274805,0.5470606340412435,0.188704216682056,0.1032326484243417,0.3583564173591874,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Long,2,Cult Darlings
Mannequin: On the Move,1991,95.0,"Comedy,Fantasy,Romance",4.5,7303,8.896177422274805,0.0444444444444444,0.188704216682056,0.008386854074758,-0.1442597722376115,1990,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
November,2017,115.0,"Drama,Fantasy,Horror",7.1,7301,8.895903562215581,0.736657433056325,0.1886118805786396,0.1389423437909867,0.5480455524776855,2010,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Few,Long,2,Cult Darlings
The Spy Gone North,2018,137.0,"Drama,Thriller",7.4,7300,8.895766604056085,0.8412126808248692,0.1885195444752231,0.1585850313958856,0.6526931363496461,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Few,Epic,2,Cult Darlings
Chhorii,2021,129.0,"Drama,Horror,Mystery",6.7,7300,8.895766604056085,0.5894736842105263,0.1885195444752231,0.1111273104274999,0.4009541397353031,2020,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Few,Epic,2,Cult Darlings
My Penguin Friend,2024,97.0,"Adventure,Drama,Family",6.8,7296,8.89521858376562,0.6297630040012312,0.1884272083718067,0.1186644847797949,0.4413357956294245,2020,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard,2,Cult Darlings
Love in Another Language,2009,98.0,Drama,7.3,7294,8.894944460956886,0.8087719298245614,0.1883656509695291,0.1523448510472858,0.6204062788550323,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Standard,2,Cult Darlings
The Friend,2024,119.0,"Comedy,Drama",6.4,7293,8.894807371368625,0.4660818713450292,0.1883040935672514,0.087765124311754,0.2777777777777778,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long,2,Cult Darlings
The Exterminator,1980,104.0,"Action,Crime,Drama",5.7,7291,8.894533135798554,0.2252693136349646,0.1881809787626962,0.0423913999250284,0.0370883348722684,1980,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Listen Up Philip,2014,108.0,"Comedy,Drama",6.3,7291,8.894533135798554,0.4253924284395198,0.1881809787626962,0.080050763541989,0.2372114496768236,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long,2,Cult Darlings
Trollhunters: Rise of the Titans,2021,104.0,"Action,Adventure,Animation",6.6,7291,8.894533135798554,0.5470606340412435,0.1881809787626962,0.1029464055564223,0.3588796552785472,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard,2,Cult Darlings
Save the Date,2012,97.0,"Comedy,Romance",5.7,7290,8.89439598980643,0.2252693136349646,0.1880270852570021,0.0423567324406278,0.0372422283779624,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Kandahar,2001,81.0,Drama,6.8,7290,8.89439598980643,0.6297630040012312,0.1880270852570021,0.1184125020450452,0.441735918744229,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short,2,Cult Darlings
Water Drops on Burning Rocks,2000,82.0,"Comedy,Drama,Romance",6.7,7289,8.894258825002703,0.5894736842105263,0.1879347491535857,0.1107825889747452,0.4015389350569405,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Short,2,Cult Darlings
Elena Undone,2010,111.0,"Drama,Romance",6.1,7286,8.893847217670283,0.3465066174207448,0.1878424130501692,0.0650886391541645,0.1586642043705755,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Few,Long,0,Forgotten Films
Spacehunter: Adventures in the Forbidden Zone,1983,90.0,"Action,Adventure,Sci-Fi",5.5,7286,8.893847217670283,0.1723607263773468,0.1878424130501692,0.0323766547578008,-0.0154816866728224,1980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Few,Short,0,Forgotten Films
Jogi,2022,116.0,"Drama,Thriller",7.1,7284,8.893572718629306,0.736657433056325,0.187719298245614,0.1382848163807487,0.548938134810711,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Long,2,Cult Darlings
Born in East L.A.,1987,85.0,Comedy,6.1,7284,8.893572718629306,0.3465066174207448,0.187719298245614,0.0650459790596836,0.1587873191751308,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short,0,Forgotten Films
Dark Floors,2008,85.0,"Action,Fantasy,Horror",4.4,7278,8.892748769118258,0.0390273930440135,0.1876269621421976,0.0073225911971777,-0.148599569098184,2000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
C U Soon,2020,98.0,"Drama,Mystery,Thriller",7.6,7277,8.892611378172106,0.8970760233918129,0.1875654047399199,0.1682604274099633,0.7095106186518929,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Top,Few,Standard,2,Cult Darlings
Dragon Ball Z: Broly - Second Coming,1994,48.0,"Action,Adventure,Animation",6.5,7276,8.892473968347087,0.50621729763004,0.1874730686365035,0.0949021101835818,0.3187442289935364,1990,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short,2,Cult Darlings
Z,2019,83.0,"Horror,Mystery,Thriller",5.5,7276,8.892473968347087,0.1723607263773468,0.1874730686365035,0.0323129942863779,-0.0151123422591566,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Few,Short,0,Forgotten Films
The Breaker Upperers,2018,90.0,Comedy,5.9,7275,8.892336539638013,0.2845798707294552,0.1873807325330871,0.0533247846414565,0.0971991381963681,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short,0,Forgotten Films
The Survivor,2021,129.0,"Biography,Drama,History",6.7,7274,8.892199092039693,0.5894736842105263,0.1872883964296706,0.1104015810532795,0.4021852877808556,2020,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Few,Epic,2,Cult Darlings
120,2008,114.0,"Drama,History,War",7.2,7274,8.892199092039693,0.7735303170206217,0.1872883964296706,0.144873252664527,0.586241920590951,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Top,Few,Long,2,Cult Darlings
In Bloom,2013,102.0,Drama,7.3,7273,8.892061625546935,0.8087719298245614,0.1871960603262542,0.1513989189656196,0.6215758694983071,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Standard,2,Cult Darlings
The Last Laugh,2019,98.0,"Comedy,Drama",5.6,7272,8.89192414015454,0.1974453678054786,0.1871345029239766,0.0369488407589199,0.010310864881502,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Jindabyne,2006,123.0,"Crime,Drama,Mystery",6.3,7270,8.891649112650057,0.4253924284395198,0.1870421668205601,0.0795663215643878,0.2383502616189596,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Few,Epic,2,Cult Darlings
Coco Chanel & Igor Stravinsky,2009,119.0,"Drama,Music,Romance",6.3,7270,8.891649112650057,0.4253924284395198,0.1870421668205601,0.0795663215643878,0.2383502616189596,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Medium,Few,Long,2,Cult Darlings
Kite,2014,90.0,"Action,Crime,Thriller",4.4,7268,8.891374009484636,0.0390273930440135,0.1869498307171437,0.0072961645229097,-0.1479224376731302,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Few,Short,0,Forgotten Films
Mirchi,2013,155.0,"Action,Drama",7.3,7267,8.891236429516061,0.8087719298245614,0.1868882733148661,0.1511499894704443,0.6218836565096952,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Deiva Thirumagal,2011,166.0,"Drama,Family,Musical",8.2,7265,8.890961212781146,0.9799630655586334,0.1868267159125884,0.1830832812539521,0.793136349646045,2010,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Aileen: Life and Death of a Serial Killer,2003,93.0,"Crime,Documentary",7.1,7264,8.890823576004383,0.736657433056325,0.1867651585103108,0.1375819422525632,0.5498922745460142,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short,2,Cult Darlings
Hideous Kinky,1998,98.0,"Adventure,Drama,Romance",6.0,7263,8.890685920281129,0.3132656201908279,0.1867036011080332,0.0584878193929689,0.1265620190827946,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Few,Standard,0,Forgotten Films
Delirious,2006,107.0,"Comedy,Drama,Romance",6.4,7262,8.890548245606167,0.4660818713450292,0.1866420437057556,0.0869904730020393,0.2794398276392736,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Few,Long,2,Cult Darlings
America: Imagine the World Without Her,2014,105.0,Documentary,5.0,7260,8.890272839380247,0.0870729455216989,0.1864881502000615,0.0162380725428123,-0.0994152046783625,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Long,0,Forgotten Films
#Realityhigh,2017,99.0,"Comedy,Drama,Romance",5.1,7260,8.890272839380247,0.0977839335180055,0.1864881502000615,0.0182355448810586,-0.088704216682056,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Grand Masti,2013,137.0,Comedy,4.5,7260,8.890272839380247,0.0444444444444444,0.1864881502000615,0.0082883622311138,-0.1420437057556171,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Epic,0,Forgotten Films
Lost & Found,1999,100.0,"Comedy,Romance",5.1,7260,8.890272839380247,0.0977839335180055,0.1864881502000615,0.0182355448810586,-0.088704216682056,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Ghost,2023,132.0,"Action,Thriller",6.3,7259,8.890135107818843,0.4253924284395198,0.1863034779932287,0.0792520889302682,0.2390889504462911,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Few,Epic,2,Cult Darlings
All Dogs Go to Heaven 2,1996,82.0,"Adventure,Animation,Family",5.5,7259,8.890135107818843,0.1723607263773468,0.1863034779932287,0.0321114027935389,-0.0139427516158818,1990,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
Sugar Pie Lady,1983,90.0,"Comedy,History,Musical",7.9,7258,8.889997357284841,0.948599569098184,0.1862111418898122,0.1766398089579567,0.7623884272083719,1980,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Top,Few,Short,2,Cult Darlings
Swinger,2016,99.0,"Comedy,Romance",5.4,7254,8.889446165318288,0.1502000615574023,0.1861188057863958,0.0279550560861068,-0.0359187442289935,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Babes,2024,104.0,Comedy,6.3,7254,8.889446165318288,0.4253924284395198,0.1861188057863958,0.0791735307717382,0.239273622653124,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Standard,2,Cult Darlings
Simulant,2023,95.0,"Action,Crime,Drama",5.3,7251,8.889032571874742,0.1303170206217297,0.1860264696829793,0.0242424152858644,-0.0557094490612496,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
Touch,2024,121.0,"Drama,Romance",7.4,7248,8.888618807300878,0.8412126808248692,0.1859341335795629,0.1564101509653135,0.6552785472453062,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Prancer,1989,103.0,"Drama,Family,Fantasy",6.5,7248,8.888618807300878,0.50621729763004,0.1859341335795629,0.0941230746378292,0.320283164050477,1980,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Standard,2,Cult Darlings
Inside Deep Throat,2005,89.0,"Biography,Documentary,History",6.7,7245,8.888204871455022,0.5894736842105263,0.1858110187750077,0.109530705804215,0.4036626654355185,2000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short,2,Cult Darlings
Christmas Bloody Christmas,2022,86.0,"Comedy,Horror",5.1,7245,8.888204871455022,0.0977839335180055,0.1858110187750077,0.0181693323068082,-0.0880270852570021,2020,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
Lesson of the Evil,2012,129.0,"Horror,Thriller",6.6,7244,8.888066854754783,0.5470606340412435,0.1857186826715912,0.1015993802956252,0.3613419513696522,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,High,Few,Epic,2,Cult Darlings
Hell,1994,102.0,"Crime,Drama,Thriller",7.0,7242,8.887790764195326,0.6990458602646968,0.185595567867036,0.1297398134009271,0.5134502923976608,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Standard,2,Cult Darlings
Wild Reeds,1994,110.0,"Drama,Romance",7.3,7242,8.887790764195326,0.8087719298245614,0.185595567867036,0.150104485590708,0.6231763619575253,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Few,Long,2,Cult Darlings
Retroactive,1997,91.0,"Action,Crime,Drama",6.2,7242,8.887790764195326,0.3853185595567867,0.185595567867036,0.0715134168706501,0.1997229916897506,1990,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short,0,Forgotten Films
The Dancer Upstairs,2002,132.0,"Crime,Drama,Thriller",6.9,7241,8.887652690325586,0.6645737149892275,0.1854724530624807,0.1232601171598979,0.4791012619267467,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Epic,2,Cult Darlings
Hunterrr,2015,141.0,"Comedy,Romance",7.0,7239,8.887376485379763,0.6990458602646968,0.1854108956602031,0.1296107190592346,0.5136349646044938,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Epic,2,Cult Darlings
Ram Gopal Varma Ki Aag,2007,171.0,"Action,Adventure,Comedy",1.4,7238,8.88723835429314,0.0010772545398584,0.1853493382579255,0.0001996684160981,-0.1842720837180671,2000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Epic,0,Forgotten Films
Marjorie Prime,2017,99.0,"Drama,Mystery,Romance",6.3,7237,8.887100204123687,0.4253924284395198,0.185257002154509,0.0788069260319319,0.2401354262850107,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Medium,Few,Standard,2,Cult Darlings
Coup de torchon,1981,128.0,"Comedy,Crime,Drama",7.3,7237,8.887100204123687,0.8087719298245614,0.185257002154509,0.1498306631460152,0.6235149276700522,1980,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Walk on Water,2004,103.0,"Drama,Mystery,Thriller",7.3,7236,8.886962034866128,0.8087719298245614,0.1851646660510926,0.1497559842974626,0.6236072637734688,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Top,Few,Standard,2,Cult Darlings
3,2012,145.0,"Drama,Mystery,Romance",7.4,7235,8.886823846515187,0.8412126808248692,0.1850415512465374,0.1556592993880921,0.6561711295783318,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
EXmas,2023,93.0,Comedy,5.7,7235,8.886823846515187,0.2252693136349646,0.1850415512465374,0.0416841832432566,0.0402277623884272,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short,0,Forgotten Films
City of Industry,1997,97.0,"Crime,Drama,Thriller",6.1,7235,8.886823846515187,0.3465066174207448,0.1850415512465374,0.064118122004725,0.1614650661742074,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Few,Standard,0,Forgotten Films
Julia,2008,144.0,"Crime,Drama,Thriller",7.0,7234,8.886685639065584,0.6990458602646968,0.1849184364419821,0.129266467481388,0.5141274238227147,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Epic,2,Cult Darlings
Thulladha Manamum Thullum,1999,170.0,"Drama,Musical,Romance",8.3,7231,8.886270902072013,0.9863650353955064,0.1848261003385657,0.1823060030024628,0.8015389350569406,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Virupaksha,2023,145.0,"Action,Horror,Mystery",7.2,7231,8.886270902072013,0.7735303170206217,0.1848261003385657,0.1429685919885759,0.588704216682056,2020,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Top,Few,Epic,2,Cult Darlings
Dance with Me,1998,126.0,"Drama,Music,Romance",6.0,7230,8.886132618174951,0.3132656201908279,0.1846722068328716,0.0578514534055083,0.1285934133579562,1990,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Medium,Few,Epic,0,Forgotten Films
The Beta Test,2021,93.0,"Comedy,Drama,Mystery",6.1,7230,8.886132618174951,0.3465066174207448,0.1846722068328716,0.0639901417212825,0.1618344105878731,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Few,Short,0,Forgotten Films
Jai Lava Kusa,2017,150.0,"Action,Drama,Thriller",6.8,7230,8.886132618174951,0.6297630040012312,0.1846722068328716,0.1162997237306059,0.4450907971683595,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Epic,2,Cult Darlings
Istanbul Tales,2005,99.0,Drama,7.3,7229,8.88599431515281,0.8087719298245614,0.1845490920283164,0.149258125307112,0.624222837796245,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Standard,2,Cult Darlings
Mavka: The Forest Song,2023,99.0,"Adventure,Animation,Comedy",6.6,7227,8.885717651712119,0.5470606340412435,0.1844259772237611,0.1008921920337067,0.3626346568174823,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard,2,Cult Darlings
House of Bodies,2016,79.0,"Crime,Drama,Thriller",3.8,7227,8.885717651712119,0.0197291474299784,0.1844259772237611,0.0036385672945654,-0.1646968297937827,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Few,Short,0,Forgotten Films
Clock,2023,91.0,"Drama,Horror,Thriller",5.0,7227,8.885717651712119,0.0870729455216989,0.1844259772237611,0.0160585130675906,-0.0973530317020621,2020,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Few,Short,0,Forgotten Films
Two Moon Junction,1988,104.0,"Drama,Romance",5.0,7226,8.885579291282982,0.0870729455216989,0.1843028624192059,0.0160477930989207,-0.0972299168975069,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard,0,Forgotten Films
