title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat
Thor,2011,115.0,"Action,Fantasy",7.0,964712,13.779585926759774,0.6990458602646968,0.9944598337950139,0.6951730300139229,-0.29541397353031706,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High,Massive,Long
Iron Man 3,2013,130.0,"Action,Adventure,Sci-Fi",7.1,964548,13.779415913562609,0.736657433056325,0.9943982763927363,0.7325308817231071,-0.25774084333641123,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High,Massive,Epic
Once Upon a Time... in Hollywood,2019,161.0,"Comedy,Drama",7.6,960594,13.775308163119156,0.8970760233918129,0.9943367189904586,0.8919956297844231,-0.0972606955986457,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Harry Potter and the Sorcerer's Stone,2001,152.0,"Adventure,Family,Fantasy",7.7,950950,13.765217815489253,0.9183441058787319,0.994275161588181,0.9130867342661297,-0.07593105570944902,2000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
The Revenant,2015,156.0,"Action,Drama,Western",8.0,948503,13.762641285533343,0.9603570329332102,0.9942136041859033,0.9548000270178072,-0.033856571252693146,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Top,Massive,Epic
Ratatouille,2007,111.0,"Adventure,Animation,Comedy",8.1,941750,13.755496187406656,0.9710987996306556,0.9941520467836257,0.9654198592819383,-0.02305324715297008,2000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Iron Man 2,2010,124.0,"Action,Sci-Fi",6.9,936331,13.749725393422953,0.6645737149892275,0.9940904893813481,0.6606464095636218,-0.3295167743921207,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High,Massive,Epic
Prisoners,2013,153.0,"Crime,Drama,Mystery",8.2,932860,13.746011486951387,0.9799630655586334,0.9940289319790705,0.9741116394361843,-0.014065866420437056,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Top,Massive,Epic
The Hangover,2009,100.0,Comedy,7.7,928502,13.741328890787448,0.9183441058787319,0.9939673745767929,0.9128040798783554,-0.07562326869806091,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Fantasy",7.8,926743,13.739432646754093,0.935026161895968,0.9939058171745152,0.9293279415187626,-0.058879655278547216,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Captain America: Civil War,2016,147.0,"Action,Sci-Fi",7.8,925923,13.738547436825982,0.935026161895968,0.9938442597722376,0.9292703837371746,-0.05881809787626957,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
Star Wars: Episode I - The Phantom Menace,1999,136.0,"Action,Adventure,Fantasy",6.5,925030,13.737582529446511,0.50621729763004,0.99378270236996,0.5030699940251995,-0.48756540473992005,1990,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Massive,Epic
Logan,2017,137.0,"Action,Drama,Sci-Fi",8.1,924872,13.737411709771129,0.9710987996306556,0.9937211449676824,0.965001411045717,-0.022622345337026784,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
The Batman,2022,176.0,"Action,Crime,Drama",7.8,924817,13.737352240378655,0.935026161895968,0.9936595875654047,0.929097710392411,-0.058633425669436745,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Star Wars: Episode III - Revenge of the Sith,2005,140.0,"Action,Adventure,Fantasy",7.7,919940,13.732064816533995,0.9183441058787319,0.9935980301631271,0.9124648946130263,-0.07525392428439515,2000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
The Big Lebowski,1998,117.0,"Comedy,Crime",8.1,916199,13.727989960434778,0.9710987996306556,0.9935364727608494,0.9648220760873365,-0.022437673130193847,1990,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.1,913340,13.724864583821496,0.9710987996306556,0.9934749153585719,0.9647622977678764,-0.022376115727916313,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
300,2006,117.0,"Action,Drama",7.6,911436,13.722777753871803,0.8970760233918129,0.9934133579562943,0.89116730473974,-0.09633733456448135,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Donnie Darko,2001,113.0,"Drama,Mystery,Sci-Fi",8.0,911053,13.722357450006776,0.9603570329332102,0.9933518005540166,0.9539723878389174,-0.03299476762080644,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Top,Massive,Long
Slumdog Millionaire,2008,120.0,"Crime,Drama,Romance",8.0,909734,13.72090862729231,0.9603570329332102,0.993290243151739,0.9539132707547109,-0.0329332102185288,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Massive,Epic
Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",7.3,908149,13.71916484217759,0.8087719298245614,0.9932286857494613,0.8032954809307047,-0.18445675592489996,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
Gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,899373,13.709454244739899,0.9183441058787319,0.9931671283471838,0.9120691784701423,-0.07482302246845185,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Top,Massive,Short
The Incredibles,2004,115.0,"Action,Adventure,Animation",8.0,899220,13.709284111941388,0.9603570329332102,0.9931055709449061,0.9537359195020917,-0.03274853801169597,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,893387,13.702776255976502,0.9485995690981841,0.9930440135426285,0.9420011233420686,-0.0444444444444444,2010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,892358,13.701623796961995,0.9710987996306556,0.9929824561403509,0.9642840712121948,-0.02188365650969526,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
Black Swan,2010,108.0,"Drama,Thriller",8.0,888168,13.69691731918196,0.9603570329332102,0.9929208987380732,0.9535585682494724,-0.032563865804863035,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Long
Blade Runner,1982,117.0,"Action,Drama,Sci-Fi",8.1,881115,13.68894456480923,0.9710987996306556,0.9928593413357957,0.9641645145732746,-0.02176054170514008,1980,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Long
Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,878286,13.685728698474936,0.8704524469067405,0.992797783933518,0.8641832603085202,-0.12234533702677752,2010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
The Imitation Game,2014,114.0,"Biography,Drama,Thriller",8.0,876923,13.684175608534211,0.9603570329332102,0.9927362265312404,0.9533812169968532,-0.03237919359803021,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Long
I Am Legend,2007,101.0,"Drama,Horror,Sci-Fi",7.2,876084,13.683218397174702,0.7735303170206217,0.9926746691289627,0.7678639515096672,-0.21914435210834105,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Top,Massive,Standard
Knives Out,2019,130.0,"Comedy,Crime,Drama",7.9,876050,13.68317958740194,0.9485995690981841,0.9926131117266851,0.9415923700651412,-0.04401354262850099,2010,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
City of God,2002,130.0,"Crime,Drama",8.6,869790,13.676008231885888,0.9958140966451215,0.9925515543244076,0.9883968294432712,0.0032625423207139903,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Kill Bill: Vol. 2,2004,137.0,"Action,Crime,Thriller",8.0,869333,13.675482680231443,0.9603570329332102,0.9924899969221299,0.9531447486600276,-0.03213296398891974,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Epic
Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,865929,13.671559352868762,0.736657433056325,0.9924284395198523,0.7310797867487887,-0.25577100646352724,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High,Massive,Epic
Indiana Jones and the Last Crusade,1989,127.0,"Action,Adventure",8.2,863001,13.668172287559983,0.9799630655586334,0.9923668821175746,0.9724828919588014,-0.012403816558941183,1980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Arrival,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,861917,13.666915417510703,0.9485995690981841,0.992305324715297,0.9413004034387644,-0.043705755617112874,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Top,Massive,Long
Gran Torino,2008,116.0,Drama,8.1,861216,13.666101784175332,0.9710987996306556,0.9922437673130194,0.9635667313786728,-0.021144967682363847,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Top Gun: Maverick,2022,130.0,"Action,Drama",8.2,857058,13.66126204001769,0.9799630655586334,0.9921822099107418,0.9723019200168701,-0.012219144352108358,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Full Metal Jacket,1987,116.0,"Drama,War",8.2,850283,13.653325690308687,0.9799630655586334,0.9921206525084642,0.9722415960362263,-0.012157586949830712,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Top,Massive,Long
Aliens,1986,137.0,"Action,Adventure,Horror",8.4,839837,13.640964295077309,0.9905817174515236,0.9920590951061865,0.9827156022436906,-0.001477377654662937,1980,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Amélie,2001,122.0,"Comedy,Romance",8.3,839288,13.640310383825136,0.9863650353955064,0.9919975377039089,0.9784716863895712,-0.005632502308402509,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Massive,Epic
American Psycho,2000,102.0,"Crime,Drama,Horror",7.6,836194,13.636617118455966,0.8970760233918129,0.9919359803016313,0.889841984668247,-0.09485995690981841,2000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
Guardians of the Galaxy: Vol. 2,2017,136.0,"Action,Adventure,Comedy",7.6,827912,13.62666335538313,0.8970760233918129,0.9918744228993537,0.8897867629986015,-0.09479839950754076,2010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
John Wick,2014,101.0,"Action,Crime,Thriller",7.5,826791,13.625308430884207,0.8704524469067405,0.991812865497076,0.8633259356455157,-0.12136041859033553,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Standard
Pirates of the Caribbean: Dead Man's Chest,2006,151.0,"Action,Adventure,Fantasy",7.4,825021,13.623165331627936,0.8412126808248692,0.9917513080947984,0.8342737765939962,-0.15053862726992917,2000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Sin City,2005,124.0,"Crime,Thriller",8.0,820157,13.617252283606295,0.9603570329332102,0.9916897506925207,0.9523762265653442,-0.03133271775931057,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Epic
Star Wars: Episode II - Attack of the Clones,2002,142.0,"Action,Adventure,Fantasy",6.6,819213,13.616100622965101,0.5470606340412435,0.9916281932902431,0.5424807481545332,-0.4445675592489996,2000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High,Massive,Epic
The Social Network,2010,120.0,"Biography,Drama",7.8,818625,13.615382604080152,0.935026161895968,0.9915666358879656,0.9271407458184212,-0.056540473991997575,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Get Out,2017,104.0,"Horror,Mystery,Thriller",7.8,815415,13.611453691446053,0.935026161895968,0.9915050784856879,0.9270831880368333,-0.05647891658971993,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Top,Massive,Standard
Life Is Beautiful,1997,116.0,"Comedy,Drama,Romance",8.6,811764,13.606966168389992,0.9958140966451215,0.9914435210834103,0.9872934343223347,0.004370575561711276,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Massive,Long
Shrek,2001,90.0,"Adventure,Animation,Comedy",7.9,809608,13.60430669405434,0.9485995690981841,0.9913819636811326,0.940424503559634,-0.042782394582948524,2000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Short
Dunkirk,2017,106.0,"Action,Drama,History",7.8,806173,13.600054879083139,0.935026161895968,0.991320406278855,0.9269105146920694,-0.05629424438288699,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Edge of Tomorrow,2014,113.0,"Action,Adventure,Sci-Fi",7.9,803406,13.59661671383924,0.9485995690981841,0.9912588488765774,0.9403077169090833,-0.042659279778393344,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Long
Heat,1995,170.0,"Action,Crime,Drama",8.3,802177,13.59508580735963,0.9863650353955064,0.9911972914742998,0.9776823514889778,-0.004832256078793451,1990,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.4,796011,13.587369540089773,0.8412126808248692,0.9911357340720222,0.8337559479200505,-0.14992305324715294,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
Batman v Superman: Dawn of Justice,2016,151.0,"Action,Adventure,Sci-Fi",6.4,790840,13.580852215166294,0.46608187134502926,0.9910741766697445,0.46192170690396867,-0.5249923053247152,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium,Massive,Epic
X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",7.9,787283,13.576344326344433,0.9485995690981841,0.9910126192674669,0.9400741436079818,-0.04241305016928276,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
Spider-Man: Into the Spider-Verse,2018,117.0,"Action,Adventure,Animation",8.4,787001,13.575986068692373,0.9905817174515236,0.9909510618651893,0.9816180047728302,-0.000369344413665762,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Fargo,1996,98.0,"Crime,Drama,Thriller",8.1,786920,13.575883141166601,0.9710987996306556,0.9908895044629117,0.9622516083505487,-0.01979070483225609,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Standard
12 Years a Slave,2013,134.0,"Biography,Drama,History",8.1,786034,13.574756599682033,0.9710987996306556,0.990827947060634,0.9621918300310884,-0.019729147429978444,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Spider-Man 2,2004,127.0,"Action,Adventure,Sci-Fi",7.5,783506,13.571535275007607,0.8704524469067405,0.9907663896583564,0.8624150281910734,-0.12031394275161589,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
World War Z,2013,116.0,"Action,Adventure,Horror",7.0,782041,13.5696637265251,0.6990458602646968,0.9907048322560787,0.6925481117328427,-0.2916589719913819,2010,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Massive,Long
Ant-Man,2015,117.0,"Action,Comedy,Sci-Fi",7.2,779165,13.56597939586153,0.7735303170206217,0.9906432748538012,0.7662926064520077,-0.21711295783317952,2010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Long
Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",6.7,776774,13.56290601212519,0.5894736842105263,0.9905817174515236,0.5839218544977401,-0.4011080332409973,2010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High,Massive,Long
Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",7.7,775878,13.561751859172295,0.9183441058787319,0.9905201600492459,0.9096383507352832,-0.07217605417051398,2010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,772957,13.557979992328873,0.9183441058787319,0.9904586026469683,0.9095818198577283,-0.07211449676823634,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Massive,Epic
The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,772733,13.55769015450663,0.8704524469067405,0.9903970452446906,0.8620935314424467,-0.11994459833795013,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,772168,13.556958716966294,0.935026161895968,0.9903354878424131,0.9259895901866626,-0.05530932594644511,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Epic
1917,2019,119.0,"Action,Drama,War",8.2,769804,13.553892515004247,0.9799630655586334,0.9902739304401355,0.9704318766169121,-0.010310864881502013,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Top,Massive,Long
Now You See Me,2013,115.0,"Crime,Mystery,Thriller",7.2,769714,13.553775595444769,0.7735303170206217,0.9902123730378578,0.7659592908337163,-0.2166820560172361,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Top,Massive,Long
Trainspotting,1996,93.0,"Crime,Drama",8.1,768425,13.552099545847563,0.9710987996306556,0.9901508156355802,0.9615342685170265,-0.019052016004924566,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Short
Harry Potter and the Prisoner of Azkaban,2004,142.0,"Adventure,Family,Fantasy",7.9,766366,13.54941644625663,0.9485995690981841,0.9900892582333025,0.9391982437288515,-0.04148968913511841,2000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Harry Potter and the Chamber of Secrets,2002,161.0,"Adventure,Family,Fantasy",7.5,765544,13.548343277459871,0.8704524469067405,0.990027700831025,0.8617720346938201,-0.11957525392428447,2000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Million Dollar Baby,2004,132.0,"Drama,Sport",8.1,765383,13.548132947652816,0.9710987996306556,0.9899661434287473,0.961354933558646,-0.01886734379809174,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Top,Massive,Epic
The Amazing Spider-Man,2012,136.0,"Action,Sci-Fi",6.9,764245,13.54664500584995,0.6645737149892275,0.9899045860264697,0.6578645682204842,-0.32533087103724223,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High,Massive,Epic
X-Men: First Class,2011,131.0,"Action,Sci-Fi",7.7,763407,13.545547898672469,0.9183441058787319,0.989843028624192,0.9090165110821797,-0.0714989227454601,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
Drive,2011,100.0,"Action,Drama",7.8,761971,13.543665088586831,0.935026161895968,0.9897814712219144,0.9254715701523711,-0.05475530932594641,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
La La Land,2016,128.0,"Comedy,Drama,Music",8.0,761013,13.542407033520858,0.9603570329332102,0.9897199138196369,0.9504844798707389,-0.02936288088642669,2010,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",5.9,758873,13.53959103469179,0.28457987072945523,0.9896583564173592,0.28163684713557724,-0.705078485687904,2010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Massive,Epic
Rogue One: A Star Wars Story,2016,133.0,"Action,Adventure,Sci-Fi",7.8,754460,13.533758865993239,0.935026161895968,0.9895967990150816,0.9252988968076074,-0.054570637119113585,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top,Massive,Epic
The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",7.8,752866,13.531643864355647,0.935026161895968,0.9895352416128039,0.9252413390260195,-0.05450907971683594,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Blade Runner 2049,2017,164.0,"Action,Drama,Mystery",8.0,752407,13.531034008994698,0.9603570329332102,0.9894736842105263,0.9502480115339131,-0.029116651277316108,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Top,Massive,Epic
Harry Potter and the Goblet of Fire,2005,157.0,"Adventure,Family,Fantasy",7.7,751977,13.530462347184883,0.9183441058787319,0.9894121268082486,0.9086207949392956,-0.0710680209295167,2000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
District 9,2009,112.0,"Action,Sci-Fi,Thriller",7.9,751976,13.53046101735786,0.9485995690981841,0.9893505694059711,0.9384975238255473,-0.040751000307787,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Top,Massive,Long
Pan's Labyrinth,2006,118.0,"Drama,Fantasy,War",8.2,746090,13.522602855660674,0.9799630655586334,0.9892890120036935,0.9694666929266111,-0.009325946445060018,2000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Top,Massive,Long
The Curious Case of Benjamin Button,2008,166.0,"Drama,Fantasy,Romance",7.8,744491,13.520457385581711,0.935026161895968,0.9892274546014158,0.9249535501180798,-0.05420129270544782,2000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Top,Massive,Epic
Casino Royale,2006,144.0,"Action,Adventure,Thriller",8.0,743891,13.519651141987987,0.9603570329332102,0.9891658971991382,0.9499524261128811,-0.02880886426592799,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Massive,Epic
Home Alone,1990,103.0,"Comedy,Family",7.8,743353,13.518927657072288,0.935026161895968,0.9891043397968605,0.9248384345549039,-0.05407817790089253,1990,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
Deadpool 2,2018,119.0,"Action,Adventure,Comedy",7.6,743348,13.518920930779275,0.8970760233918129,0.989042782394583,0.8872465661949066,-0.09196675900277007,2010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Pirates of the Caribbean: At World's End,2007,169.0,"Action,Adventure,Fantasy",7.2,743107,13.518596669798821,0.7735303170206217,0.9889812249923053,0.7650069604957408,-0.21545090797168365,2000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Dune: Part Two,2024,166.0,"Action,Adventure,Drama",8.4,737414,13.510906106316543,0.9905817174515236,0.9889196675900277,0.9796057427429194,0.0016620498614958734,2020,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
Groundhog Day,1993,101.0,"Comedy,Drama,Fantasy",8.0,736686,13.509918386254858,0.9603570329332102,0.98885811018775,0.9496568406918491,-0.028501077254539875,1990,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Standard
Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.3,735030,13.507667954176302,0.8087719298245614,0.9887965527854724,0.7997108962001803,-0.18002462296091104,2010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Epic
The King's Speech,2010,118.0,"Biography,Drama,History",8.0,732604,13.504361954310387,0.9603570329332102,0.9887349953831949,0.9495386065234362,-0.028377962449984695,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Massive,Long
Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",6.9,728579,13.49885271327592,0.6645737149892275,0.9886734379809172,0.6570463795901498,-0.32409972299168976,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High,Massive,Epic
Her,2013,126.0,"Drama,Romance,Sci-Fi",8.0,725951,13.495239175918714,0.9603570329332102,0.9886118805786396,0.9494203723550234,-0.028254847645429404,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Top,Massive,Epic
The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",7.8,721548,13.489155568957921,0.935026161895968,0.9885503231763619,0.9243204145206124,-0.053524161280393945,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Top,Massive,Epic
Transformers,2007,144.0,"Action,Adventure,Sci-Fi",7.1,717796,13.483942078249742,0.736657433056325,0.9884887657740843,0.7281775968001518,-0.25183133271775926,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High,Massive,Epic
